,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
8144,2018-11-05,11,Monday,0,8,Early Morning,7.2,80,0.8,515,3.9,0.13,0.0,0.0,0.0,Autumn,No Holiday,Yes,1975
8145,2018-11-05,11,Monday,0,9,Early Morning,8.9,67,1.1,578,3.0,0.69,0.0,0.0,0.0,Autumn,No Holiday,Yes,1005
8146,2018-11-05,11,Monday,0,10,Morning,11.8,59,0.9,616,4.0,1.23,0.0,0.0,0.0,Autumn,No Holiday,Yes,790
8147,2018-11-05,11,Monday,0,11,Morning,13.8,47,1.2,994,2.6,1.71,0.0,0.0,0.0,Autumn,No Holiday,Yes,829
8148,2018-11-05,11,Monday,0,12,Morning,16.4,48,2.1,653,5.3,1.68,0.0,0.0,0.0,Autumn,No Holiday,Yes,971
8149,2018-11-05,11,Monday,0,13,Afternoon,16.8,46,1.1,760,5.0,1.71,0.0,0.0,0.0,Autumn,No Holiday,Yes,986
8150,2018-11-05,11,Monday,0,14,Afternoon,17.5,38,1.2,1090,3.0,1.74,0.0,0.0,0.0,Autumn,No Holiday,Yes,993
8151,2018-11-05,11,Monday,0,15,Afternoon,18.0,39,1.0,1208,3.8,1.21,0.0,0.0,0.0,Autumn,No Holiday,Yes,1100
8152,2018-11-05,11,Monday,0,16,Afternoon,16.8,46,1.8,1041,5.0,0.72,0.0,0.0,0.0,Autumn,No Holiday,Yes,1318
8153,2018-11-05,11,Monday,0,17,Afternoon,15.7,49,2.0,1252,5.0,0.26,0.0,0.0,0.0,Autumn,No Holiday,Yes,1664
8154,2018-11-05,11,Monday,0,18,Evening,14.5,54,1.3,1343,5.2,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,2357
8155,2018-11-05,11,Monday,0,19,Evening,13.2,66,1.7,705,6.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1618
8156,2018-11-05,11,Monday,0,20,Evening,12.7,75,2.0,433,8.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1464
8157,2018-11-05,11,Monday,0,21,Evening,12.2,79,1.8,351,8.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1289
8158,2018-11-05,11,Monday,0,22,Night,11.6,81,1.2,336,8.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1215
8159,2018-11-05,11,Monday,0,23,Night,10.9,82,0.1,346,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,829
8160,2018-11-06,11,Tuesday,0,0,Dawn,10.0,73,0.5,700,5.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8161,2018-11-06,11,Tuesday,0,1,Dawn,9.8,75,0.5,668,5.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8162,2018-11-06,11,Tuesday,0,2,Dawn,9.7,78,0.0,619,6.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8163,2018-11-06,11,Tuesday,0,3,Dawn,9.4,81,0.3,500,6.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8164,2018-11-06,11,Tuesday,0,4,Dawn,9.1,81,0.0,493,6.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8165,2018-11-06,11,Tuesday,0,5,Dawn,8.8,84,0.6,420,6.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8166,2018-11-06,11,Tuesday,0,6,Dawn,8.5,83,0.7,409,5.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8167,2018-11-06,11,Tuesday,0,7,Early Morning,8.3,84,0.9,422,5.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8168,2018-11-06,11,Tuesday,0,8,Early Morning,8.7,77,0.7,529,4.8,0.11,0.0,0.0,0.0,Autumn,No Holiday,No,0
8169,2018-11-06,11,Tuesday,0,9,Early Morning,10.1,68,0.2,578,4.4,0.33,0.0,0.0,0.0,Autumn,No Holiday,No,0
8170,2018-11-06,11,Tuesday,0,10,Morning,11.7,62,0.5,521,4.6,0.77,0.0,0.0,0.0,Autumn,No Holiday,No,0
8171,2018-11-06,11,Tuesday,0,11,Morning,13.0,55,1.0,488,4.1,0.84,0.0,0.0,0.0,Autumn,No Holiday,No,0
8172,2018-11-06,11,Tuesday,0,12,Morning,14.5,57,0.8,373,6.0,1.08,0.0,0.0,0.0,Autumn,No Holiday,No,0
8173,2018-11-06,11,Tuesday,0,13,Afternoon,16.1,56,1.7,328,7.3,1.54,0.0,0.0,0.0,Autumn,No Holiday,No,0
8174,2018-11-06,11,Tuesday,0,14,Afternoon,17.4,50,2.4,336,6.8,1.52,0.0,0.0,0.0,Autumn,No Holiday,No,0
8175,2018-11-06,11,Tuesday,0,15,Afternoon,16.3,54,1.6,374,6.9,0.76,0.0,0.0,0.0,Autumn,No Holiday,No,0
8176,2018-11-06,11,Tuesday,0,16,Afternoon,16.6,55,1.3,334,7.5,0.66,0.0,0.0,0.0,Autumn,No Holiday,No,0
8177,2018-11-06,11,Tuesday,0,17,Afternoon,15.3,63,1.2,260,8.2,0.23,0.0,0.0,0.0,Autumn,No Holiday,No,0
8178,2018-11-06,11,Tuesday,0,18,Evening,14.0,71,1.5,201,8.8,0.01,0.0,0.0,0.0,Autumn,No Holiday,No,0
8179,2018-11-06,11,Tuesday,0,19,Evening,13.3,72,1.1,234,8.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8180,2018-11-06,11,Tuesday,0,20,Evening,13.2,73,1.1,246,8.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8181,2018-11-06,11,Tuesday,0,21,Evening,13.0,76,0.9,231,8.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8182,2018-11-06,11,Tuesday,0,22,Night,12.3,73,1.2,277,7.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8183,2018-11-06,11,Tuesday,0,23,Night,12.2,74,1.1,291,7.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8184,2018-11-07,11,Wednesday,0,0,Dawn,11.9,74,1.6,287,7.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,639
8185,2018-11-07,11,Wednesday,0,1,Dawn,11.9,76,1.4,286,7.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,410
8186,2018-11-07,11,Wednesday,0,2,Dawn,12.0,81,1.3,295,8.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,136
8187,2018-11-07,11,Wednesday,0,3,Dawn,10.8,88,1.0,145,8.8,0.0,0.5,0.0,0.5,Autumn,No Holiday,Yes,40
8188,2018-11-07,11,Wednesday,0,4,Dawn,10.6,95,0.7,94,9.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,47
8189,2018-11-07,11,Wednesday,0,5,Dawn,11.1,95,0.2,117,10.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,71
8190,2018-11-07,11,Wednesday,0,6,Dawn,11.0,91,1.0,124,9.5,0.0,1.0,0.0,1.0,Autumn,No Holiday,Yes,194
8191,2018-11-07,11,Wednesday,0,7,Early Morning,10.8,91,1.3,216,9.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,526
8192,2018-11-07,11,Wednesday,0,8,Early Morning,11.3,89,1.1,279,9.5,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,1171
8193,2018-11-07,11,Wednesday,0,9,Early Morning,11.2,86,1.0,372,8.9,0.09,0.5,0.0,0.5,Autumn,No Holiday,Yes,740
8194,2018-11-07,11,Wednesday,0,10,Morning,11.9,84,0.9,482,9.2,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,555
8195,2018-11-07,11,Wednesday,0,11,Morning,12.4,82,0.6,507,9.4,0.34,0.0,0.0,0.0,Autumn,No Holiday,Yes,608
8196,2018-11-07,11,Wednesday,0,12,Morning,13.2,77,1.3,589,9.2,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,697
8197,2018-11-07,11,Wednesday,0,13,Afternoon,14.5,74,1.3,610,9.9,0.75,0.0,0.0,0.0,Autumn,No Holiday,Yes,798
8198,2018-11-07,11,Wednesday,0,14,Afternoon,15.5,68,1.4,693,9.6,1.15,0.0,0.0,0.0,Autumn,No Holiday,Yes,767
8199,2018-11-07,11,Wednesday,0,15,Afternoon,15.4,72,1.1,608,10.3,0.57,0.0,0.0,0.0,Autumn,No Holiday,Yes,848
8200,2018-11-07,11,Wednesday,0,16,Afternoon,15.2,72,1.2,625,10.1,0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,834
8201,2018-11-07,11,Wednesday,0,17,Afternoon,14.9,73,0.9,854,10.0,0.04,0.0,0.0,0.0,Autumn,No Holiday,Yes,1115
8202,2018-11-07,11,Wednesday,0,18,Evening,14.4,77,1.0,912,10.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1347
8203,2018-11-07,11,Wednesday,0,19,Evening,13.8,81,1.5,760,10.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1176
8204,2018-11-07,11,Wednesday,0,20,Evening,13.3,77,1.6,833,9.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1062
8205,2018-11-07,11,Wednesday,0,21,Evening,13.5,75,0.8,1275,9.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1062
8206,2018-11-07,11,Wednesday,0,22,Night,13.2,74,1.4,1407,8.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1003
8207,2018-11-07,11,Wednesday,0,23,Night,12.9,72,1.4,2000,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,679
8208,2018-11-08,11,Thursday,0,0,Dawn,12.9,70,1.8,2000,7.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,395
8209,2018-11-08,11,Thursday,0,1,Dawn,11.9,77,1.1,1634,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,158
8210,2018-11-08,11,Thursday,0,2,Dawn,11.8,84,1.6,1874,9.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,122
8211,2018-11-08,11,Thursday,0,3,Dawn,11.8,86,1.6,1819,9.5,0.0,0.5,0.0,0.5,Autumn,No Holiday,Yes,78
8212,2018-11-08,11,Thursday,0,4,Dawn,10.8,87,1.7,956,8.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,50
8213,2018-11-08,11,Thursday,0,5,Dawn,10.8,89,1.6,957,9.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,49
8214,2018-11-08,11,Thursday,0,6,Dawn,10.6,90,1.6,1065,9.0,0.0,1.5,0.0,1.5,Autumn,No Holiday,Yes,136
8215,2018-11-08,11,Thursday,0,7,Early Morning,10.9,88,1.8,1866,8.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,174
8216,2018-11-08,11,Thursday,0,8,Early Morning,10.6,89,1.5,689,8.8,0.02,0.0,0.0,0.0,Autumn,No Holiday,Yes,148
8217,2018-11-08,11,Thursday,0,9,Early Morning,10.6,94,2.1,739,9.6,0.06,2.0,0.0,2.0,Autumn,No Holiday,Yes,56
8218,2018-11-08,11,Thursday,0,10,Morning,10.8,94,1.8,578,9.8,0.15,0.0,0.0,0.0,Autumn,No Holiday,Yes,17
8219,2018-11-08,11,Thursday,0,11,Morning,10.9,95,2.4,519,10.1,0.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,25
8220,2018-11-08,11,Thursday,0,12,Morning,11.4,95,2.5,792,10.6,0.44,5.5,0.0,5.5,Autumn,No Holiday,Yes,17
8221,2018-11-08,11,Thursday,0,13,Afternoon,11.5,95,2.1,457,10.7,0.32,0.0,0.0,0.0,Autumn,No Holiday,Yes,18
8222,2018-11-08,11,Thursday,0,14,Afternoon,11.3,96,2.7,302,10.6,0.11,0.0,0.0,0.0,Autumn,No Holiday,Yes,46
8223,2018-11-08,11,Thursday,0,15,Afternoon,11.4,96,2.0,910,10.7,0.07,9.5,0.0,9.5,Autumn,No Holiday,Yes,56
8224,2018-11-08,11,Thursday,0,16,Afternoon,11.7,96,1.4,587,11.0,0.02,0.0,0.0,0.0,Autumn,No Holiday,Yes,14
8225,2018-11-08,11,Thursday,0,17,Afternoon,11.9,97,0.7,269,11.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,30
8226,2018-11-08,11,Thursday,0,18,Evening,12.9,97,0.0,406,12.4,0.0,9.0,0.0,9.0,Autumn,No Holiday,Yes,40
8227,2018-11-08,11,Thursday,0,19,Evening,12.8,97,0.9,245,12.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,19
8228,2018-11-08,11,Thursday,0,20,Evening,13.9,97,2.5,594,13.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,12
8229,2018-11-08,11,Thursday,0,21,Evening,14.0,96,4.1,292,13.3,0.0,18.0,0.0,18.0,Autumn,No Holiday,Yes,21
8230,2018-11-08,11,Thursday,0,22,Night,12.4,96,2.7,545,11.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,14
8231,2018-11-08,11,Thursday,0,23,Night,11.5,96,3.0,691,10.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,26
8232,2018-11-09,11,Friday,0,0,Dawn,12.0,96,3.1,1185,11.3,0.0,18.0,0.0,18.0,Autumn,No Holiday,No,0
8233,2018-11-09,11,Friday,0,1,Dawn,11.4,89,2.6,1376,9.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8234,2018-11-09,11,Friday,0,2,Dawn,11.3,88,3.7,1680,9.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8235,2018-11-09,11,Friday,0,3,Dawn,10.8,82,2.8,1712,7.8,0.0,0.5,0.0,0.5,Autumn,No Holiday,No,0
8236,2018-11-09,11,Friday,0,4,Dawn,10.6,75,3.2,913,6.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8237,2018-11-09,11,Friday,0,5,Dawn,10.9,68,3.1,1034,5.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8238,2018-11-09,11,Friday,0,6,Dawn,11.0,70,3.1,900,5.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8239,2018-11-09,11,Friday,0,7,Early Morning,10.4,81,3.0,1741,7.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8240,2018-11-09,11,Friday,0,8,Early Morning,10.1,85,2.4,1809,7.6,0.05,0.0,0.0,0.0,Autumn,No Holiday,No,0
8241,2018-11-09,11,Friday,0,9,Early Morning,10.8,78,2.6,1985,7.1,0.13,0.5,0.0,0.5,Autumn,No Holiday,No,0
8242,2018-11-09,11,Friday,0,10,Morning,11.3,68,4.7,1984,5.5,0.44,0.0,0.0,0.0,Autumn,No Holiday,No,0
8243,2018-11-09,11,Friday,0,11,Morning,13.3,59,4.1,1970,5.4,1.43,0.0,0.0,0.0,Autumn,No Holiday,No,0
8244,2018-11-09,11,Friday,0,12,Morning,13.9,50,4.1,1964,3.6,2.14,0.0,0.0,0.0,Autumn,No Holiday,No,0
8245,2018-11-09,11,Friday,0,13,Afternoon,14.0,46,5.3,927,2.5,1.68,0.0,0.0,0.0,Autumn,No Holiday,No,0
8246,2018-11-09,11,Friday,0,14,Afternoon,15.0,49,2.8,518,4.3,1.53,0.0,0.0,0.0,Autumn,No Holiday,No,0
8247,2018-11-09,11,Friday,0,15,Afternoon,15.1,52,3.4,622,5.3,1.3,0.0,0.0,0.0,Autumn,No Holiday,No,0
8248,2018-11-09,11,Friday,0,16,Afternoon,14.3,59,3.6,858,6.3,0.72,0.0,0.0,0.0,Autumn,No Holiday,No,0
8249,2018-11-09,11,Friday,0,17,Afternoon,12.9,66,3.6,682,6.6,0.32,0.0,0.0,0.0,Autumn,No Holiday,No,0
8250,2018-11-09,11,Friday,0,18,Evening,12.3,69,2.1,623,6.7,0.01,0.0,0.0,0.0,Autumn,No Holiday,No,0
8251,2018-11-09,11,Friday,0,19,Evening,11.9,71,2.7,589,6.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8252,2018-11-09,11,Friday,0,20,Evening,11.9,72,2.5,526,7.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8253,2018-11-09,11,Friday,0,21,Evening,11.4,74,1.9,498,6.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8254,2018-11-09,11,Friday,0,22,Night,11.2,75,1.7,478,6.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8255,2018-11-09,11,Friday,0,23,Night,10.9,76,1.2,456,6.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
8256,2018-11-10,11,Saturday,1,0,Dawn,11.3,77,0.9,433,7.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,754
8257,2018-11-10,11,Saturday,1,1,Dawn,11.2,78,1.1,467,7.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,679
8258,2018-11-10,11,Saturday,1,2,Dawn,10.7,80,0.6,409,7.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,568
8259,2018-11-10,11,Saturday,1,3,Dawn,10.3,81,0.7,361,7.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,372
8260,2018-11-10,11,Saturday,1,4,Dawn,9.5,87,0.6,266,7.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,223
8261,2018-11-10,11,Saturday,1,5,Dawn,9.4,87,0.8,279,7.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,137
8262,2018-11-10,11,Saturday,1,6,Dawn,9.5,85,0.6,304,7.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,167
8263,2018-11-10,11,Saturday,1,7,Early Morning,9.5,86,0.6,293,7.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,309
8264,2018-11-10,11,Saturday,1,8,Early Morning,9.3,85,0.3,313,6.9,0.07,0.0,0.0,0.0,Autumn,No Holiday,Yes,589
8265,2018-11-10,11,Saturday,1,9,Early Morning,10.1,77,0.0,350,6.2,0.45,0.0,0.0,0.0,Autumn,No Holiday,Yes,628
8266,2018-11-10,11,Saturday,1,10,Morning,12.2,73,1.9,374,7.4,0.92,0.0,0.0,0.0,Autumn,No Holiday,Yes,699
8267,2018-11-10,11,Saturday,1,11,Morning,13.8,63,2.2,416,6.8,1.32,0.0,0.0,0.0,Autumn,No Holiday,Yes,768
8268,2018-11-10,11,Saturday,1,12,Morning,15.1,54,2.2,495,5.8,1.91,0.0,0.0,0.0,Autumn,No Holiday,Yes,1034
8269,2018-11-10,11,Saturday,1,13,Afternoon,15.9,48,2.7,538,4.8,1.87,0.0,0.0,0.0,Autumn,No Holiday,Yes,1094
8270,2018-11-10,11,Saturday,1,14,Afternoon,17.1,39,2.0,781,3.0,1.85,0.0,0.0,0.0,Autumn,No Holiday,Yes,1113
8271,2018-11-10,11,Saturday,1,15,Afternoon,16.6,36,2.5,808,1.4,1.45,0.0,0.0,0.0,Autumn,No Holiday,Yes,1229
8272,2018-11-10,11,Saturday,1,16,Afternoon,16.0,37,1.9,984,1.2,0.94,0.0,0.0,0.0,Autumn,No Holiday,Yes,1263
8273,2018-11-10,11,Saturday,1,17,Afternoon,14.8,47,1.3,787,3.5,0.35,0.0,0.0,0.0,Autumn,No Holiday,Yes,1379
8274,2018-11-10,11,Saturday,1,18,Evening,13.2,57,2.2,618,4.8,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,1226
8275,2018-11-10,11,Saturday,1,19,Evening,12.1,67,1.5,430,6.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,957
8276,2018-11-10,11,Saturday,1,20,Evening,11.3,74,1.2,350,6.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,877
8277,2018-11-10,11,Saturday,1,21,Evening,10.8,78,1.0,303,7.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,847
8278,2018-11-10,11,Saturday,1,22,Night,10.6,81,1.2,281,7.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,885
8279,2018-11-10,11,Saturday,1,23,Night,10.3,84,1.3,250,7.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,676
8280,2018-11-11,11,Sunday,1,0,Dawn,9.4,85,0.6,241,6.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,655
8281,2018-11-11,11,Sunday,1,1,Dawn,8.8,89,0.7,213,7.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,518
8282,2018-11-11,11,Sunday,1,2,Dawn,7.9,85,1.1,275,5.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,370
8283,2018-11-11,11,Sunday,1,3,Dawn,7.1,85,0.7,329,4.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,314
8284,2018-11-11,11,Sunday,1,4,Dawn,6.9,82,0.5,337,4.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,189
8285,2018-11-11,11,Sunday,1,5,Dawn,6.8,83,0.6,341,4.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,111
8286,2018-11-11,11,Sunday,1,6,Dawn,6.6,84,1.2,373,4.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,117
8287,2018-11-11,11,Sunday,1,7,Early Morning,6.4,84,1.3,369,3.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,228
8288,2018-11-11,11,Sunday,1,8,Early Morning,6.3,81,0.8,365,3.2,0.11,0.0,0.0,0.0,Autumn,No Holiday,Yes,395
8289,2018-11-11,11,Sunday,1,9,Early Morning,7.8,72,1.2,360,3.0,0.54,0.0,0.0,0.0,Autumn,No Holiday,Yes,574
8290,2018-11-11,11,Sunday,1,10,Morning,10.2,68,0.7,354,4.5,1.06,0.0,0.0,0.0,Autumn,No Holiday,Yes,563
8291,2018-11-11,11,Sunday,1,11,Morning,10.7,68,0.4,341,5.0,0.54,0.0,0.0,0.0,Autumn,No Holiday,Yes,578
8292,2018-11-11,11,Sunday,1,12,Morning,10.6,72,2.0,365,5.7,0.29,0.0,0.0,0.0,Autumn,No Holiday,Yes,769
8293,2018-11-11,11,Sunday,1,13,Afternoon,9.8,70,1.7,360,4.5,0.33,0.0,0.0,0.0,Autumn,No Holiday,Yes,758
8294,2018-11-11,11,Sunday,1,14,Afternoon,10.1,58,0.9,605,2.1,0.43,0.0,0.0,0.0,Autumn,No Holiday,Yes,810
8295,2018-11-11,11,Sunday,1,15,Afternoon,10.2,58,2.0,573,2.2,0.29,0.0,0.0,0.0,Autumn,No Holiday,Yes,832
8296,2018-11-11,11,Sunday,1,16,Afternoon,9.9,59,1.3,578,2.2,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,616
8297,2018-11-11,11,Sunday,1,17,Afternoon,8.9,57,3.0,1149,0.8,0.03,0.0,0.0,0.0,Autumn,No Holiday,Yes,660
8298,2018-11-11,11,Sunday,1,18,Evening,8.9,55,2.0,1333,0.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,752
8299,2018-11-11,11,Sunday,1,19,Evening,8.7,52,0.8,1590,-0.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,685
8300,2018-11-11,11,Sunday,1,20,Evening,8.2,53,0.6,1621,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,711
8301,2018-11-11,11,Sunday,1,21,Evening,8.0,51,0.5,1989,-1.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,689
8302,2018-11-11,11,Sunday,1,22,Night,7.0,60,0.0,1948,-0.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,690
8303,2018-11-11,11,Sunday,1,23,Night,6.3,62,0.0,1993,-0.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,554
8304,2018-11-12,11,Monday,0,0,Dawn,5.4,64,0.8,2000,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,456
8305,2018-11-12,11,Monday,0,1,Dawn,5.0,67,1.3,2000,-0.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,344
8306,2018-11-12,11,Monday,0,2,Dawn,4.8,66,1.6,2000,-1.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,187
8307,2018-11-12,11,Monday,0,3,Dawn,4.6,65,0.1,2000,-1.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,122
8308,2018-11-12,11,Monday,0,4,Dawn,4.0,68,0.0,2000,-1.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,109
8309,2018-11-12,11,Monday,0,5,Dawn,4.0,71,0.0,2000,-0.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,158
8310,2018-11-12,11,Monday,0,6,Dawn,3.8,69,0.0,1995,-1.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,419
8311,2018-11-12,11,Monday,0,7,Early Morning,3.4,72,1.0,1989,-1.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1004
8312,2018-11-12,11,Monday,0,8,Early Morning,3.3,69,0.0,2000,-1.8,0.06,0.0,0.0,0.0,Autumn,No Holiday,Yes,1699
8313,2018-11-12,11,Monday,0,9,Early Morning,5.2,55,1.4,1752,-3.1,0.67,0.0,0.0,0.0,Autumn,No Holiday,Yes,931
8314,2018-11-12,11,Monday,0,10,Morning,8.3,50,1.1,1364,-1.5,1.23,0.0,0.0,0.0,Autumn,No Holiday,Yes,683
8315,2018-11-12,11,Monday,0,11,Morning,10.3,40,0.7,1672,-2.7,1.66,0.0,0.0,0.0,Autumn,No Holiday,Yes,785
8316,2018-11-12,11,Monday,0,12,Morning,12.3,37,0.8,1690,-1.9,1.93,0.0,0.0,0.0,Autumn,No Holiday,Yes,888
8317,2018-11-12,11,Monday,0,13,Afternoon,13.3,36,2.1,1283,-1.4,1.99,0.0,0.0,0.0,Autumn,No Holiday,Yes,889
8318,2018-11-12,11,Monday,0,14,Afternoon,14.2,33,1.5,1374,-1.8,1.84,0.0,0.0,0.0,Autumn,No Holiday,Yes,886
8319,2018-11-12,11,Monday,0,15,Afternoon,13.8,34,2.4,1438,-1.8,1.45,0.0,0.0,0.0,Autumn,No Holiday,Yes,1084
8320,2018-11-12,11,Monday,0,16,Afternoon,12.9,38,2.6,1476,-1.1,0.94,0.0,0.0,0.0,Autumn,No Holiday,Yes,1193
8321,2018-11-12,11,Monday,0,17,Afternoon,11.8,43,1.8,1685,-0.3,0.34,0.0,0.0,0.0,Autumn,No Holiday,Yes,1472
8322,2018-11-12,11,Monday,0,18,Evening,10.6,45,1.8,1936,-0.8,0.01,0.0,0.0,0.0,Autumn,No Holiday,Yes,2022
8323,2018-11-12,11,Monday,0,19,Evening,9.8,46,2.8,1945,-1.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1466
8324,2018-11-12,11,Monday,0,20,Evening,9.0,48,1.9,1879,-1.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1292
8325,2018-11-12,11,Monday,0,21,Evening,8.5,50,0.5,1707,-1.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1189
8326,2018-11-12,11,Monday,0,22,Night,7.6,55,1.7,1694,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1023
8327,2018-11-12,11,Monday,0,23,Night,6.9,60,0.8,1610,-0.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,702
8328,2018-11-13,11,Tuesday,0,0,Dawn,6.2,63,0.8,1611,-0.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,587
