id,Date,month,dayname,weekend,Hour,Hour_cat,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (mm),WEP (mm),Seasons,Holiday,Functioning Day,Rented Bike Count
14595,2018-08-06,8,Monday,0,14,Afternoon,34.0,59,3.2,1180,24.8,1.98,0.0,0.0,0.0,Summer,No Holiday,Yes,571
17069,2018-07-17,7,Tuesday,0,17,Afternoon,31.8,52,2.4,1438,20.7,1.93,0.0,0.0,0.0,Summer,No Holiday,Yes,1591
14713,2018-03-25,3,Sunday,1,17,Afternoon,15.8,40,2.3,481,2.2,1.28,0.0,0.0,0.0,Spring,No Holiday,Yes,911
11287,2018-05-22,5,Tuesday,0,4,Dawn,15.6,0,0.5,1502,10.5,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,248
12581,2017-12-19,12,Tuesday,0,14,Afternoon,-2.2,23,3.7,1971,-20.5,1.09,0.0,0.22000000000000003,0.22000000000000003,Winter,No Holiday,Yes,178
14153,2018-01-03,1,Wednesday,0,22,Night,-5.2,53,1.3,1969,-13.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,291
12858,2018-03-05,3,Monday,0,18,Evening,8.1,47,1.7,2000,-2.5,0.34,0.0,0.0,0.0,Spring,No Holiday,Yes,1155
16415,2018-10-20,10,Saturday,1,20,Evening,13.7,51,1.0,1954,3.7,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1270
10957,2018-08-15,8,Wednesday,0,8,Early Morning,29.9,60,0.8,1772,21.2,0.83,0.0,0.0,0.0,Summer,Holiday,Yes,553
16917,2018-11-13,11,Tuesday,0,23,Night,7.6,49,0.6,1971,-2.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,718
17779,2018-01-27,1,Saturday,1,13,Afternoon,-6.6,27,2.1,1889,-22.5,1.24,0.0,0.03,0.03,Winter,No Holiday,Yes,189
12668,2018-07-17,7,Tuesday,0,14,Afternoon,31.8,49,3.5,1429,19.7,2.93,0.0,0.0,0.0,Summer,No Holiday,Yes,786
14354,2018-05-10,5,Thursday,0,18,Evening,18.0,61,3.5,790,10.3,1.05,0.0,0.0,0.0,Spring,No Holiday,No,0
16246,2017-12-12,12,Tuesday,0,15,Afternoon,-5.8,30,2.8,2000,-20.6,0.92,0.0,0.0,0.0,Winter,No Holiday,Yes,250
10000,2018-01-17,1,Wednesday,0,14,Afternoon,7.7,54,2.6,313,-1.0,0.58,0.0,0.0,0.0,Winter,No Holiday,Yes,258
13507,2018-04-15,4,Sunday,1,20,Evening,10.3,62,2.0,1749,3.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,297
16029,2017-12-08,12,Friday,0,7,Early Morning,-6.5,57,0.8,1776,-13.6,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,387
14012,2018-06-19,6,Tuesday,0,23,Night,20.1,73,1.9,771,15.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1456
14520,2018-10-31,10,Wednesday,0,1,Dawn,6.6,66,1.0,2000,0.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,324
17713,2018-10-05,10,Friday,0,8,Early Morning,16.9,72,1.3,2000,11.8,0.04,0.3,0.0,0.3,Autumn,No Holiday,Yes,208
14011,2018-03-22,3,Thursday,0,20,Evening,5.1,56,2.0,899,-2.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,739
13512,2018-07-20,7,Friday,0,1,Dawn,26.1,81,1.6,1409,22.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,773
13037,2017-12-30,12,Saturday,1,2,Dawn,-0.9,84,0.6,230,-3.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,192
10562,2018-04-22,4,Sunday,1,0,Dawn,15.9,35,0.3,1995,0.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,826
17237,2018-05-04,5,Friday,0,14,Afternoon,18.8,31,4.9,1940,1.2,3.31,0.0,0.0,0.0,Spring,No Holiday,Yes,1266
13859,2017-12-31,12,Sunday,1,8,Early Morning,-2.1,86,1.4,354,-4.1,0.0,0.0,0.12,0.12,Winter,Holiday,Yes,84
17935,2018-03-01,3,Thursday,0,0,Dawn,2.0,96,1.3,1894,1.4,0.0,2.0,0.0,2.0,Spring,Holiday,Yes,71
13643,2017-12-15,12,Friday,0,21,Evening,0.7,47,2.7,1283,-9.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,300
14521,2018-10-16,10,Tuesday,0,3,Dawn,11.5,61,1.4,1399,4.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,253
11674,2018-09-20,9,Thursday,0,4,Dawn,19.6,74,1.4,847,14.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,241
17209,2018-03-21,3,Wednesday,0,14,Afternoon,1.9,89,1.5,102,0.2,0.41,0.0,0.0,0.0,Spring,No Holiday,Yes,117
10481,2018-05-24,5,Thursday,0,22,Night,18.6,54,2.3,1328,9.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,1678
14182,2018-06-20,6,Wednesday,0,2,Dawn,19.6,78,0.8,662,15.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,576
13555,2017-12-07,12,Thursday,0,21,Evening,-2.2,46,2.2,1975,-12.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,402
11277,2018-02-17,2,Saturday,1,22,Night,-2.7,42,2.2,2000,-13.8,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,123
12993,2018-06-27,6,Wednesday,0,12,Morning,24.1,73,2.2,992,18.9,2.15,0.0,0.0,0.0,Summer,No Holiday,Yes,1145
16324,2018-07-21,7,Saturday,1,8,Early Morning,27.4,63,0.9,1043,19.7,1.03,0.0,0.0,0.0,Summer,No Holiday,Yes,720
11750,2018-02-22,2,Thursday,0,16,Afternoon,5.0,50,4.3,1121,-4.5,0.74,0.0,0.0,0.0,Winter,No Holiday,Yes,404
17444,2018-09-22,9,Saturday,1,16,Afternoon,25.3,38,3.0,2000,9.9,1.88,0.0,0.0,0.0,Autumn,No Holiday,Yes,1840
15251,2017-12-04,12,Monday,0,7,Early Morning,0.2,68,3.4,702,-5.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,498
17425,2018-03-18,3,Sunday,1,3,Dawn,5.5,57,1.1,1079,-2.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,174
16804,2018-06-14,6,Thursday,0,9,Early Morning,19.1,96,0.6,273,18.4,0.17,1.5,0.0,1.5,Summer,No Holiday,Yes,175
12908,2018-03-28,3,Wednesday,0,10,Morning,14.7,62,2.9,684,7.4,1.59,0.0,0.0,0.0,Spring,No Holiday,Yes,494
10239,2018-08-12,8,Sunday,1,12,Morning,33.8,44,2.0,1899,19.8,2.72,0.0,0.0,0.0,Summer,No Holiday,Yes,670
10949,2018-11-25,11,Sunday,1,2,Dawn,2.8,86,0.8,402,0.6,0.0,0.0,0.29,0.29,Autumn,No Holiday,Yes,285
13024,2018-09-02,9,Sunday,1,2,Dawn,22.0,60,1.2,2000,13.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,610
16309,2018-06-28,6,Thursday,0,16,Afternoon,25.2,81,3.6,961,21.6,0.5,0.0,0.0,0.0,Summer,No Holiday,Yes,766
14199,2018-11-09,11,Friday,0,17,Afternoon,12.9,66,3.6,682,6.6,0.32,0.0,0.0,0.0,Autumn,No Holiday,No,0
15926,2018-06-15,6,Friday,0,2,Dawn,20.1,67,1.1,2000,13.7,0.0,0.1,0.0,0.1,Summer,No Holiday,Yes,403
16379,2018-01-04,1,Thursday,0,20,Evening,-2.8,39,1.7,1702,-14.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,311
12489,2018-03-22,3,Thursday,0,10,Morning,4.9,56,1.9,1480,-3.1,1.76,0.0,0.0,0.0,Spring,No Holiday,Yes,446
17473,2018-04-04,4,Wednesday,0,12,Morning,15.3,54,2.1,1989,6.0,2.83,0.0,0.0,0.0,Spring,No Holiday,Yes,928
18436,2018-08-16,8,Thursday,0,9,Early Morning,30.6,55,1.1,2000,20.5,1.46,0.0,0.0,0.0,Summer,No Holiday,Yes,876
17756,2018-08-06,8,Monday,0,13,Afternoon,34.3,54,2.2,1540,23.6,2.93,0.0,0.0,0.0,Summer,No Holiday,Yes,666
15248,2018-03-15,3,Thursday,0,6,Dawn,14.4,96,0.7,453,13.7,0.0,8.0,0.0,8.0,Spring,No Holiday,Yes,10
13102,2018-03-05,3,Monday,0,17,Afternoon,10.0,43,1.4,2000,-2.0,1.12,0.0,0.0,0.0,Spring,No Holiday,Yes,865
11334,2018-01-29,1,Monday,0,23,Night,-9.4,41,1.6,2000,-20.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,99
14128,2018-01-12,1,Friday,0,16,Afternoon,-5.8,21,1.1,2000,-24.6,0.66,0.0,0.0,0.0,Winter,No Holiday,Yes,196
13251,2018-05-01,5,Tuesday,0,2,Dawn,18.2,85,0.8,355,15.6,0.0,0.0,0.0,0.0,Spring,Holiday,Yes,534
15007,2018-11-11,11,Sunday,1,18,Evening,8.9,55,2.0,1333,0.3,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,752
10966,2018-03-20,3,Tuesday,0,2,Dawn,5.1,44,3.4,2000,-6.1,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,165
10716,2018-03-21,3,Wednesday,0,2,Dawn,1.4,40,2.9,2000,-10.7,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,147
17126,2018-07-29,7,Sunday,1,5,Dawn,26.7,75,0.3,1871,21.8,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,199
11298,2018-10-25,10,Thursday,0,10,Morning,13.4,53,1.1,1768,4.0,1.53,0.0,0.0,0.0,Autumn,No Holiday,Yes,779
12290,2018-02-04,2,Sunday,1,4,Dawn,-11.2,47,2.3,2000,-20.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,35
13363,2018-11-24,11,Saturday,1,3,Dawn,2.8,28,1.6,2000,-13.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,272
16365,2017-12-22,12,Friday,0,19,Evening,5.2,64,0.7,691,-1.0,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,481
10654,2018-07-03,7,Tuesday,0,18,Evening,32.2,57,1.8,1880,22.5,1.53,0.0,0.0,0.0,Summer,No Holiday,Yes,2965
14973,2018-03-19,3,Monday,0,18,Evening,8.6,55,2.4,1958,0.0,0.09,0.0,0.0,0.0,Spring,No Holiday,Yes,1200
11989,2018-06-05,6,Tuesday,0,16,Afternoon,28.8,38,3.1,1027,13.0,2.14,0.0,0.0,0.0,Summer,No Holiday,Yes,1434
17052,2018-04-27,4,Friday,0,8,Early Morning,11.6,58,1.4,1150,3.6,0.79,0.0,0.0,0.0,Spring,No Holiday,Yes,1922
12553,2018-05-06,5,Sunday,1,2,Dawn,17.3,82,2.1,768,14.1,0.0,0.5,0.0,0.5,Spring,No Holiday,Yes,74
15113,2018-11-08,11,Thursday,0,17,Afternoon,11.9,97,0.7,269,11.4,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,30
11019,2018-04-19,4,Thursday,0,8,Early Morning,9.6,39,0.8,1003,-3.7,0.79,0.0,0.0,0.0,Spring,No Holiday,Yes,20
12076,2018-05-14,5,Monday,0,13,Afternoon,21.8,59,1.9,404,13.4,2.74,0.0,0.0,0.0,Spring,No Holiday,Yes,1051
15760,2018-06-26,6,Tuesday,0,9,Early Morning,20.3,96,1.1,143,19.6,0.06,6.5,0.0,6.5,Summer,No Holiday,Yes,19
13546,2018-11-30,11,Friday,0,12,Morning,6.6,35,1.3,1409,-7.8,1.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,720
12393,2018-10-11,10,Thursday,0,5,Dawn,6.6,73,1.1,2000,2.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,197
10473,2018-04-02,4,Monday,0,17,Afternoon,22.0,49,3.7,1582,10.7,1.28,0.0,0.0,0.0,Spring,No Holiday,Yes,1569
10732,2018-10-21,10,Sunday,1,18,Evening,16.2,41,1.4,1907,2.9,0.06,0.0,0.0,0.0,Autumn,No Holiday,Yes,1618
14057,2018-01-18,1,Thursday,0,6,Dawn,2.2,82,2.0,211,-0.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,107
14718,2018-08-12,8,Sunday,1,0,Dawn,29.9,56,2.0,2000,20.1,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,997
14454,2018-10-04,10,Thursday,0,0,Dawn,15.5,65,0.8,2000,8.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
13241,2018-03-25,3,Sunday,1,22,Night,8.8,79,2.0,203,5.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,424
15191,2018-03-20,3,Tuesday,0,9,Early Morning,5.7,38,3.9,1985,-7.5,0.98,0.0,0.0,0.0,Spring,No Holiday,Yes,661
11127,2018-03-07,3,Wednesday,0,21,Evening,7.9,56,1.4,1975,-0.3,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,411
12500,2017-12-19,12,Tuesday,0,19,Evening,-4.5,51,2.0,2000,-13.1,0.0,0.0,0.2,0.2,Winter,No Holiday,Yes,276
16861,2018-11-09,11,Friday,0,8,Early Morning,10.1,85,2.4,1809,7.6,0.05,0.0,0.0,0.0,Autumn,No Holiday,No,0
15214,2018-10-05,10,Friday,0,2,Dawn,18.2,64,2.0,2000,11.2,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,515
12437,2018-10-03,10,Wednesday,0,12,Morning,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,0.0,Autumn,Holiday,Yes,1634
12003,2018-04-02,4,Monday,0,10,Morning,17.5,66,1.3,1059,11.0,0.55,0.0,0.0,0.0,Spring,No Holiday,Yes,579
18033,2018-04-27,4,Friday,0,7,Early Morning,10.1,63,0.7,1163,3.3,0.22,0.0,0.0,0.0,Spring,No Holiday,Yes,1129
16639,2018-04-20,4,Friday,0,1,Dawn,11.8,60,0.2,918,4.2,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,436
15111,2018-11-22,11,Thursday,0,23,Night,0.4,37,2.9,2000,-12.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,488
12802,2017-12-30,12,Saturday,1,13,Afternoon,4.0,62,1.0,256,-2.6,0.51,0.0,0.0,0.0,Winter,No Holiday,Yes,333
15407,2018-09-05,9,Wednesday,0,19,Evening,25.4,55,3.2,2000,15.6,0.15,0.0,0.0,0.0,Autumn,No Holiday,Yes,2468
18377,2018-08-22,8,Wednesday,0,9,Early Morning,28.0,56,1.5,1982,18.3,1.57,0.0,0.0,0.0,Summer,No Holiday,Yes,1015
16910,2018-10-02,10,Tuesday,0,2,Dawn,12.3,75,1.6,1840,7.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,No,0
10335,2018-01-03,1,Wednesday,0,7,Early Morning,-6.9,48,2.4,1974,-16.0,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,308
12140,2018-10-27,10,Saturday,1,19,Evening,8.0,42,2.9,2000,-4.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,864
17228,2018-10-15,10,Monday,0,3,Dawn,11.3,85,0.0,907,8.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,171
16513,2018-07-06,7,Friday,0,16,Afternoon,26.6,54,2.3,2000,16.5,1.24,0.0,0.0,0.0,Summer,No Holiday,Yes,1635
16465,2018-09-11,9,Tuesday,0,6,Dawn,17.0,55,1.2,2000,7.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,678
17161,2018-02-10,2,Saturday,1,6,Dawn,1.6,78,1.6,448,-1.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,48
15478,2018-02-26,2,Monday,0,18,Evening,7.2,26,2.3,1398,-11.0,0.33,0.0,0.0,0.0,Winter,No Holiday,Yes,929
18009,2018-11-12,11,Monday,0,0,Dawn,5.4,64,0.8,2000,-0.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,456
11624,2018-08-22,8,Wednesday,0,19,Evening,35.2,41,0.5,2000,19.9,0.31,0.0,0.0,0.0,Summer,No Holiday,Yes,2087
17295,2018-07-17,7,Tuesday,0,1,Dawn,25.8,78,0.4,2000,21.6,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,692
16020,2018-02-06,2,Tuesday,0,11,Morning,-9.9,32,3.3,1863,-23.5,1.72,0.0,0.0,0.0,Winter,No Holiday,Yes,175
14018,2018-03-29,3,Thursday,0,8,Early Morning,13.3,80,1.2,369,9.9,0.14,0.0,0.0,0.0,Spring,No Holiday,Yes,1281
14387,2018-10-19,10,Friday,0,9,Early Morning,11.1,53,1.0,2000,1.8,1.05,0.0,0.0,0.0,Autumn,No Holiday,Yes,1191
13649,2018-10-09,10,Tuesday,0,4,Dawn,11.0,63,0.8,2000,4.2,0.0,0.0,0.0,0.0,Autumn,Holiday,No,0
11816,2018-07-24,7,Tuesday,0,10,Morning,32.4,54,0.9,1631,21.8,1.45,0.0,0.0,0.0,Summer,No Holiday,Yes,610
10272,2018-10-12,10,Friday,0,0,Dawn,8.2,61,1.3,2000,1.1,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,706
12346,2017-12-10,12,Sunday,1,14,Afternoon,4.2,85,0.7,325,1.8,0.65,0.0,0.13999999999999999,0.13999999999999999,Winter,No Holiday,Yes,235
18168,2018-03-16,3,Friday,0,17,Afternoon,11.2,30,1.5,2000,-5.7,1.44,0.0,0.0,0.0,Spring,No Holiday,Yes,1160
13217,2017-12-16,12,Saturday,1,9,Early Morning,-7.2,47,2.8,1724,-16.6,0.18,0.0,0.0,0.0,Winter,No Holiday,Yes,195
13063,2018-05-23,5,Wednesday,0,19,Evening,18.8,52,3.4,2000,8.7,0.49,0.0,0.0,0.0,Spring,No Holiday,Yes,2454
17959,2018-02-22,2,Thursday,0,19,Evening,3.5,60,2.7,936,-3.5,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,499
14258,2018-03-07,3,Wednesday,0,0,Dawn,2.8,45,1.7,1493,-7.9,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,289
15466,2017-12-17,12,Sunday,1,11,Morning,-7.2,29,1.8,1926,-22.2,0.88,0.0,0.0,0.0,Winter,No Holiday,Yes,189
12024,2018-08-21,8,Tuesday,0,22,Night,26.1,76,1.2,1867,21.5,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,1828
12734,2018-02-09,2,Friday,0,13,Afternoon,2.6,27,0.8,1120,-14.5,0.82,0.0,0.0,0.0,Winter,No Holiday,Yes,268
16762,2018-05-16,5,Wednesday,0,20,Evening,21.8,97,2.2,156,21.2,0.0,0.5,0.0,0.5,Spring,No Holiday,Yes,338
17850,2018-10-19,10,Friday,0,10,Morning,13.8,44,1.5,1953,1.7,1.66,0.0,0.0,0.0,Autumn,No Holiday,Yes,850
17784,2018-04-25,4,Wednesday,0,16,Afternoon,23.1,19,3.1,1871,-1.8,2.26,0.0,0.0,0.0,Spring,No Holiday,Yes,1447
18265,2018-07-04,7,Wednesday,0,15,Afternoon,31.1,57,3.7,1912,21.5,2.03,0.0,0.0,0.0,Summer,No Holiday,Yes,1038
14143,2018-05-19,5,Saturday,1,13,Afternoon,21.9,39,2.0,2000,7.3,3.52,0.0,0.0,0.0,Spring,No Holiday,Yes,1865
11016,2018-06-17,6,Sunday,1,18,Evening,25.0,59,3.4,1324,16.4,0.54,0.0,0.0,0.0,Summer,No Holiday,Yes,2474
11336,2018-10-13,10,Saturday,1,20,Evening,13.8,52,1.6,1088,4.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1261
17099,2018-11-19,11,Monday,0,2,Dawn,5.4,65,0.7,1230,-0.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,190
10259,2018-06-23,6,Saturday,1,6,Dawn,21.0,48,0.6,2000,9.5,0.01,0.0,0.0,0.0,Summer,No Holiday,Yes,417
18681,2018-02-23,2,Friday,0,0,Dawn,1.7,86,2.7,54,-0.3,0.0,0.4,0.04,0.44,Winter,No Holiday,Yes,42
17878,2018-06-12,6,Tuesday,0,18,Evening,24.9,53,3.6,2000,14.6,1.28,0.0,0.0,0.0,Summer,No Holiday,Yes,3404
17007,2018-01-21,1,Sunday,1,12,Morning,3.9,30,1.6,1085,-12.1,0.91,0.0,0.0,0.0,Winter,No Holiday,Yes,271
12913,2018-04-18,4,Wednesday,0,7,Early Morning,6.4,51,1.0,1398,-3.0,0.19,0.0,0.0,0.0,Spring,No Holiday,Yes,1083
14034,2018-02-03,2,Saturday,1,17,Afternoon,-5.6,32,4.6,2000,-19.7,0.53,0.0,0.0,0.0,Winter,No Holiday,Yes,211
16630,2018-07-28,7,Saturday,1,10,Morning,32.0,65,0.9,966,24.5,1.19,0.0,0.0,0.0,Summer,No Holiday,Yes,654
15381,2018-01-01,1,Monday,0,13,Afternoon,2.4,22,2.3,1921,-17.2,1.1,0.0,0.0,0.0,Winter,Holiday,Yes,248
11799,2018-09-10,9,Monday,0,21,Evening,22.5,48,1.4,2000,10.9,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,2090
15776,2018-10-08,10,Monday,0,22,Night,14.4,49,1.1,2000,3.8,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1636
17537,2018-01-15,1,Monday,0,22,Night,3.0,61,1.6,460,-3.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,333
14246,2018-11-24,11,Saturday,1,18,Evening,2.6,86,1.1,834,0.4,0.0,0.0,0.35,0.35,Autumn,No Holiday,Yes,426
10184,2018-10-31,10,Wednesday,0,21,Evening,7.6,59,3.0,1929,0.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1069
18246,2018-09-17,9,Monday,0,9,Early Morning,20.5,66,1.1,1711,13.9,1.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,1185
14683,2017-12-17,12,Sunday,1,9,Early Morning,-10.5,38,1.1,1950,-22.1,0.19,0.0,0.0,0.0,Winter,No Holiday,Yes,122
14442,2018-01-01,1,Monday,0,22,Night,-1.3,48,0.8,1927,-10.9,0.0,0.0,0.0,0.0,Winter,Holiday,Yes,168
17566,2018-11-16,11,Friday,0,20,Evening,7.6,76,3.9,603,3.6,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,995
10432,2018-09-02,9,Sunday,1,7,Early Morning,20.2,65,1.4,2000,13.4,0.16,0.0,0.0,0.0,Autumn,No Holiday,Yes,388
16420,2018-02-20,2,Tuesday,0,13,Afternoon,4.2,22,3.9,1812,-15.6,2.21,0.0,0.0,0.0,Winter,No Holiday,Yes,370
16878,2018-08-05,8,Sunday,1,9,Early Morning,29.1,76,2.2,1041,24.4,1.38,0.0,0.0,0.0,Summer,No Holiday,Yes,422
14264,2017-12-02,12,Saturday,1,3,Dawn,-3.5,81,2.2,1221,-6.2,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,167
15368,2018-01-12,1,Friday,0,23,Night,-6.7,36,1.3,1821,-19.3,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,144
15336,2018-11-02,11,Friday,0,11,Morning,12.8,44,1.0,1269,0.8,1.84,0.0,0.0,0.0,Autumn,No Holiday,Yes,880
10131,2018-08-03,8,Friday,0,18,Evening,34.4,53,3.3,1650,23.4,0.8,0.0,0.0,0.0,Summer,No Holiday,Yes,1920
16053,2018-01-22,1,Monday,0,21,Evening,-1.8,85,2.9,590,-3.9,0.0,0.0,0.1,0.1,Winter,No Holiday,Yes,187
14096,2018-04-06,4,Friday,0,10,Morning,8.0,73,2.8,1641,3.4,1.44,0.0,0.0,0.0,Spring,No Holiday,Yes,529
17429,2018-09-14,9,Friday,0,11,Morning,24.0,64,1.3,2000,16.7,0.95,0.0,0.0,0.0,Autumn,No Holiday,Yes,982
11804,2018-03-06,3,Tuesday,0,16,Afternoon,10.6,26,1.9,1955,-8.1,1.75,0.0,0.0,0.0,Spring,No Holiday,Yes,680
16253,2018-01-10,1,Wednesday,0,9,Early Morning,-7.7,62,3.6,1637,-13.7,0.13,0.0,0.06999999999999999,0.06999999999999999,Winter,No Holiday,Yes,225
16227,2018-04-13,4,Friday,0,23,Night,15.5,27,3.5,2000,-3.4,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,849
10808,2018-02-25,2,Sunday,1,0,Dawn,-1.1,44,1.2,1741,-11.8,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,182
17898,2018-04-30,4,Monday,0,17,Afternoon,24.0,53,3.5,536,13.8,1.39,0.0,0.0,0.0,Spring,No Holiday,Yes,1706
10512,2018-02-08,2,Thursday,0,18,Evening,-0.5,26,1.7,1999,-17.7,0.15,0.0,0.0,0.0,Winter,No Holiday,Yes,564
11831,2018-10-16,10,Tuesday,0,4,Dawn,11.0,69,0.6,1510,5.5,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,145
17957,2018-04-08,4,Sunday,1,15,Afternoon,7.3,38,0.8,2000,-6.1,0.38,0.0,0.0,0.0,Spring,No Holiday,Yes,343
14632,2018-07-04,7,Wednesday,0,14,Afternoon,31.3,58,3.0,1479,22.0,2.46,0.0,0.0,0.0,Summer,No Holiday,Yes,1005
10941,2018-11-02,11,Friday,0,13,Afternoon,16.5,37,1.2,1400,1.7,2.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,1130
11820,2018-11-28,11,Wednesday,0,1,Dawn,4.9,26,2.6,992,-13.0,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,434
14614,2018-11-10,11,Saturday,1,14,Afternoon,17.1,39,2.0,781,3.0,1.85,0.0,0.0,0.0,Autumn,No Holiday,Yes,1113
12050,2018-11-06,11,Tuesday,0,14,Afternoon,17.4,50,2.4,336,6.8,1.52,0.0,0.0,0.0,Autumn,No Holiday,No,0
10267,2018-01-22,1,Monday,0,4,Dawn,0.0,32,0.4,2000,-14.7,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,31
12766,2018-07-13,7,Friday,0,13,Afternoon,28.9,68,2.8,1934,22.3,1.55,0.0,0.0,0.0,Summer,No Holiday,Yes,1046
11554,2018-09-15,9,Saturday,1,18,Evening,24.2,76,1.2,2000,19.6,0.12,0.0,0.0,0.0,Autumn,No Holiday,Yes,1566
14193,2018-01-15,1,Monday,0,4,Dawn,4.9,73,1.8,881,0.4,0.0,0.0,0.0,0.0,Winter,No Holiday,Yes,38
12530,2018-05-04,5,Friday,0,17,Afternoon,18.1,30,4.6,1925,0.2,1.86,0.0,0.0,0.0,Spring,No Holiday,Yes,1857
16013,2018-06-01,6,Friday,0,14,Afternoon,29.6,31,3.7,1988,10.6,3.25,0.0,0.0,0.0,Summer,No Holiday,Yes,1071
17175,2018-06-15,6,Friday,0,8,Early Morning,18.7,71,1.1,1992,13.3,0.61,0.0,0.0,0.0,Summer,No Holiday,Yes,2328
10216,2018-07-13,7,Friday,0,3,Dawn,24.9,86,2.0,1079,22.3,0.0,0.0,0.0,0.0,Summer,No Holiday,Yes,377
10620,2018-06-27,6,Wednesday,0,13,Afternoon,24.9,69,2.2,850,18.8,2.14,0.0,0.0,0.0,Summer,No Holiday,Yes,1234
11356,2018-01-30,1,Tuesday,0,8,Early Morning,-11.1,61,0.7,1963,-17.1,0.01,0.0,0.0,0.0,Winter,No Holiday,Yes,491
11284,2018-06-06,6,Wednesday,0,21,Evening,22.1,72,2.5,923,16.8,0.0,0.0,0.0,0.0,Summer,Holiday,Yes,1935
