Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,id
22/04/2018,46,17,17.9,65,1.2,965,11.2,0.13,1.0,0.0,Spring,No Holiday,Yes,16689
12/03/2018,95,2,2.7,46,0.4,1363,-7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,15295
02/07/2018,218,12,22.4,97,1.0,945,21.8,0.46,0.0,0.0,Summer,No Holiday,Yes,17911
26/06/2018,9,10,20.3,97,1.0,103,19.8,0.12,9.5,0.0,Summer,No Holiday,Yes,15493
09/07/2018,140,18,20.3,93,1.3,1832,19.1,0.22,0.5,0.0,Summer,No Holiday,Yes,18583
13/09/2018,437,2,21.2,66,0.8,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,10747
01/12/2017,204,1,-5.5,38,0.8,2000,-17.6,0.0,0.0,0.0,Winter,No Holiday,Yes,17108
22/01/2018,316,7,-0.4,34,1.0,1989,-14.3,0.0,0.0,0.0,Winter,No Holiday,Yes,10936
20/12/2017,237,17,-0.9,70,1.1,299,-5.6,0.02,0.0,2.2,Winter,No Holiday,Yes,17441
08/02/2018,136,0,-8.2,50,1.1,1850,-16.8,0.0,0.0,0.0,Winter,No Holiday,Yes,13372
22/03/2018,428,23,3.4,69,1.1,895,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,15045
04/04/2018,744,11,12.8,65,2.0,2000,6.3,1.76,0.0,0.0,Spring,No Holiday,Yes,18644
16/04/2018,126,2,7.1,64,0.9,1756,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,10558
25/12/2017,107,9,-4.6,40,3.5,2000,-16.1,0.18,0.0,0.0,Winter,Holiday,Yes,18405
23/10/2018,170,4,10.0,73,0.9,622,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,13825
31/01/2018,47,3,-2.2,83,1.0,977,-4.7,0.0,0.0,3.5,Winter,No Holiday,Yes,15556
07/12/2017,259,23,-3.2,50,2.1,1887,-12.1,0.0,0.0,0.0,Winter,No Holiday,Yes,18361
31/07/2018,1184,17,38.0,36,1.3,1989,20.3,2.03,0.0,0.0,Summer,No Holiday,Yes,17017
29/09/2018,2254,16,26.6,34,1.3,2000,9.4,1.69,0.0,0.0,Autumn,No Holiday,Yes,11022
10/08/2018,708,1,26.9,84,0.2,1061,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,11748
09/08/2018,189,4,28.1,81,1.5,1729,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,15539
30/01/2018,59,19,-1.7,91,1.1,167,-2.9,0.0,0.0,3.0,Winter,No Holiday,Yes,13889
11/02/2018,127,20,-5.7,67,2.6,2000,-10.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12096
25/07/2018,1171,7,28.3,72,2.0,1200,22.7,0.1,0.0,0.0,Summer,No Holiday,Yes,16669
17/08/2018,1787,22,26.0,45,1.7,2000,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,14425
24/03/2018,198,7,4.0,54,0.9,587,-4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,10740
19/12/2017,213,22,-5.5,56,1.5,2000,-12.9,0.0,0.0,2.0,Winter,No Holiday,Yes,14019
04/11/2018,912,22,11.2,67,1.3,940,5.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,18123
09/03/2018,535,20,4.3,67,1.1,1125,-1.2,0.0,0.0,0.0,Spring,No Holiday,Yes,16995
28/03/2018,723,9,12.4,66,1.0,546,6.2,0.91,0.0,0.0,Spring,No Holiday,Yes,17871
19/03/2018,818,19,8.4,51,3.3,1977,-1.1,0.01,0.0,0.0,Spring,No Holiday,Yes,12108
18/05/2018,48,2,18.8,98,1.5,237,18.4,0.0,0.5,0.0,Spring,No Holiday,Yes,13324
15/04/2018,62,15,13.1,54,4.1,1264,3.9,1.98,0.0,0.0,Spring,No Holiday,Yes,10332
23/12/2017,230,3,5.4,77,1.6,583,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,16124
17/10/2018,1175,15,18.3,21,2.7,2000,-4.4,2.02,0.0,0.0,Autumn,No Holiday,Yes,17776
17/03/2018,688,20,7.9,54,2.3,1005,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,18663
17/10/2018,842,10,14.0,58,1.6,841,5.8,1.53,0.0,0.0,Autumn,No Holiday,Yes,11877
06/07/2018,1346,15,26.9,51,2.0,2000,15.9,1.95,0.0,0.0,Summer,No Holiday,Yes,16983
15/12/2017,69,4,-7.1,59,0.8,1058,-13.7,0.0,0.0,0.0,Winter,No Holiday,Yes,15301
30/11/2018,809,9,-0.4,57,0.6,1270,-7.8,0.45,0.0,0.0,Autumn,No Holiday,Yes,17140
02/06/2018,1334,13,29.6,24,2.4,1873,6.8,3.42,0.0,0.0,Summer,No Holiday,Yes,16626
09/05/2018,552,0,11.6,57,1.9,2000,3.3,0.0,0.0,0.0,Spring,No Holiday,Yes,15660
24/04/2018,814,9,12.0,71,1.4,2000,6.8,0.92,0.0,0.0,Spring,No Holiday,Yes,14499
23/10/2018,356,2,10.6,68,0.9,603,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,11498
25/03/2018,336,23,8.0,82,1.3,196,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,13605
27/08/2018,75,9,21.5,97,0.9,1543,20.9,0.19,0.5,0.0,Summer,No Holiday,Yes,11332
27/11/2018,408,1,4.5,82,0.4,350,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,14439
16/01/2018,381,17,5.2,58,0.8,462,-2.4,0.08,0.0,0.0,Winter,No Holiday,Yes,16692
16/04/2018,922,9,10.1,42,0.8,1911,-2.2,1.57,0.0,0.0,Spring,No Holiday,Yes,16771
06/01/2018,373,15,2.3,27,2.2,1877,-14.8,0.92,0.0,0.0,Winter,No Holiday,Yes,13262
02/12/2017,479,12,4.3,41,1.3,1666,-7.8,1.09,0.0,0.0,Winter,No Holiday,Yes,14539
22/06/2018,1466,16,30.8,31,3.8,1246,11.7,2.17,0.0,0.0,Summer,No Holiday,Yes,14792
24/11/2018,298,14,3.0,82,1.7,1589,0.2,0.55,0.0,5.0,Autumn,No Holiday,Yes,11107
09/09/2018,928,10,22.9,45,1.5,2000,10.3,2.1,0.0,0.0,Autumn,No Holiday,Yes,11103
23/06/2018,2262,20,24.6,65,2.1,1018,17.5,0.1,0.0,0.0,Summer,No Holiday,Yes,12228
23/01/2018,96,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,Winter,No Holiday,Yes,14318
23/08/2018,1447,18,30.6,55,2.3,2000,20.5,0.11,0.0,0.0,Summer,No Holiday,Yes,10930
24/10/2018,2108,8,8.1,85,1.2,772,5.7,0.26,0.0,0.0,Autumn,No Holiday,Yes,16570
16/12/2017,155,22,-7.6,41,1.6,2000,-18.6,0.0,0.0,0.0,Winter,No Holiday,Yes,15430
26/01/2018,116,14,-12.1,27,2.5,1879,-27.3,1.25,0.0,0.4,Winter,No Holiday,Yes,15133
26/02/2018,483,20,4.3,32,1.7,1101,-10.9,0.0,0.0,0.0,Winter,No Holiday,Yes,13290
16/12/2017,228,2,-4.1,73,2.1,567,-8.2,0.0,0.0,0.0,Winter,No Holiday,Yes,16267
23/08/2018,168,4,29.3,54,1.0,2000,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes,12129
25/09/2018,157,4,12.0,69,0.5,2000,6.4,0.0,0.0,0.0,Autumn,Holiday,Yes,12232
28/03/2018,1221,17,17.6,45,4.2,1947,5.5,0.7,0.0,0.0,Spring,No Holiday,Yes,15861
03/01/2018,342,9,-6.8,44,1.7,1858,-17.0,0.16,0.0,0.0,Winter,No Holiday,Yes,11106
29/04/2018,820,23,15.2,51,1.0,858,5.1,0.0,0.0,0.0,Spring,No Holiday,Yes,17587
22/08/2018,214,4,23.6,81,0.8,1943,20.1,0.0,0.0,0.0,Summer,No Holiday,Yes,10898
05/05/2018,1929,18,22.5,31,3.4,1953,4.5,0.79,0.0,0.0,Spring,No Holiday,Yes,18154
21/07/2018,347,4,25.6,77,1.2,1203,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,10605
30/09/2018,0,6,15.5,80,0.4,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,No,14156
09/09/2018,803,9,20.4,51,1.8,2000,9.9,1.43,0.0,0.0,Autumn,No Holiday,Yes,13840
08/03/2018,32,6,3.1,89,0.2,903,1.4,0.0,1.5,0.0,Spring,No Holiday,Yes,18691
16/07/2018,2368,19,31.2,52,2.4,1990,20.1,0.57,0.0,0.0,Summer,No Holiday,Yes,11919
16/09/2018,754,13,23.6,66,2.1,1689,16.8,0.87,0.0,0.0,Autumn,No Holiday,Yes,17440
17/05/2018,431,18,22.6,97,1.1,304,22.0,0.07,1.5,0.0,Spring,No Holiday,Yes,11623
21/06/2018,1066,11,25.5,57,1.8,943,16.3,3.01,0.0,0.0,Summer,No Holiday,Yes,11391
14/01/2018,59,7,-4.4,80,1.4,411,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,11294
27/08/2018,325,0,20.5,85,1.0,2000,17.8,0.0,0.0,0.0,Summer,No Holiday,Yes,16237
19/01/2018,341,13,4.7,26,2.6,1370,-13.2,1.11,0.0,0.0,Winter,No Holiday,Yes,12167
11/09/2018,1192,12,24.5,40,1.3,1973,10.0,2.64,0.0,0.0,Autumn,No Holiday,Yes,17651
05/01/2018,118,2,-5.3,52,1.6,1481,-13.6,0.0,0.0,0.0,Winter,No Holiday,Yes,13559
03/03/2018,354,10,5.1,27,1.2,1563,-12.4,1.54,0.0,0.0,Spring,No Holiday,Yes,11884
10/12/2017,182,13,3.3,87,1.1,230,1.3,0.54,0.0,2.1,Winter,No Holiday,Yes,10606
13/11/2018,928,14,15.0,37,1.6,1703,0.4,1.82,0.0,0.0,Autumn,No Holiday,Yes,13731
05/01/2018,281,22,-3.8,53,1.3,1300,-12.0,0.0,0.0,0.0,Winter,No Holiday,Yes,13070
18/10/2018,1132,12,16.8,50,1.6,2000,6.3,1.94,0.0,0.0,Autumn,No Holiday,Yes,10304
02/11/2018,1106,22,10.0,56,2.0,1290,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,12897
16/12/2017,66,6,-6.1,69,2.9,765,-10.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12410
23/07/2018,174,4,29.3,51,0.9,1498,18.1,0.0,0.0,0.0,Summer,No Holiday,Yes,17747
01/11/2018,242,3,4.2,65,0.7,1962,-1.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,17013
25/03/2018,90,4,5.3,82,1.0,200,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,11927
13/10/2018,209,6,6.6,80,1.0,1424,3.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,10572
14/04/2018,39,4,10.3,72,1.0,2000,5.4,0.0,0.8,0.0,Spring,No Holiday,Yes,14552
08/10/2018,1196,23,13.5,55,0.5,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,12784
10/06/2018,1074,11,21.3,56,1.5,1989,12.1,1.18,0.0,0.0,Summer,No Holiday,Yes,14975
24/03/2018,947,16,12.3,61,3.4,359,4.9,1.82,0.0,0.0,Spring,No Holiday,Yes,13503
25/04/2018,444,1,8.4,58,1.1,2000,0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,17077
19/11/2018,629,23,4.2,42,2.2,1360,-7.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,15358
29/03/2018,781,15,20.8,42,3.1,576,7.4,2.1,0.0,0.0,Spring,No Holiday,Yes,11148
25/04/2018,938,11,17.5,25,1.3,1843,-2.7,2.74,0.0,0.0,Spring,No Holiday,Yes,15551
07/09/2018,259,2,21.3,76,2.2,1559,16.8,0.0,0.5,0.0,Autumn,No Holiday,Yes,15189
15/03/2018,32,9,14.1,98,1.1,253,13.7,0.06,17.0,0.0,Spring,No Holiday,Yes,11102
15/06/2018,1193,12,24.4,50,1.6,2000,13.2,3.07,0.0,0.0,Summer,No Holiday,Yes,13829
10/12/2017,180,15,6.7,63,4.5,715,0.1,0.35,0.0,1.0,Winter,No Holiday,Yes,12149
14/02/2018,218,22,0.3,33,4.0,1436,-14.1,0.0,0.0,0.0,Winter,No Holiday,Yes,15603
11/12/2017,174,23,-10.7,53,1.2,2000,-18.4,0.0,0.0,0.0,Winter,No Holiday,Yes,13604
18/09/2018,0,19,23.2,57,2.2,2000,14.2,0.03,0.0,0.0,Autumn,No Holiday,No,11305
04/02/2018,184,17,-5.9,27,3.6,1974,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes,16371
09/11/2018,0,11,13.3,59,4.1,1970,5.4,1.43,0.0,0.0,Autumn,No Holiday,No,14308
19/06/2018,746,6,19.1,75,0.4,1039,14.5,0.08,0.0,0.0,Summer,No Holiday,Yes,10421
02/06/2018,1396,14,29.8,23,3.6,1945,6.4,3.32,0.0,0.0,Summer,No Holiday,Yes,14478
23/06/2018,1402,23,22.5,77,2.7,396,18.2,0.0,0.0,0.0,Summer,No Holiday,Yes,12609
21/10/2018,1306,20,13.8,52,1.6,1341,4.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,15573
03/01/2018,279,13,-2.2,31,2.3,1910,-17.0,1.13,0.0,0.0,Winter,No Holiday,Yes,17846
27/10/2018,233,4,8.8,61,2.8,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,16082
24/08/2018,455,16,24.6,85,2.7,1973,21.9,0.55,0.0,0.0,Summer,No Holiday,Yes,11095
04/09/2018,3166,18,26.8,53,2.6,2000,16.4,0.8,0.0,0.0,Autumn,No Holiday,Yes,18419
19/04/2018,206,3,8.6,53,1.5,1185,-0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,16182
09/06/2018,246,20,23.7,62,1.6,1402,15.9,0.0,0.4,0.0,Summer,No Holiday,Yes,15649
23/07/2018,670,14,34.3,45,2.2,1967,20.6,1.64,0.0,0.0,Summer,No Holiday,Yes,14622
18/06/2018,164,4,20.2,78,0.7,884,16.2,0.0,0.0,0.0,Summer,No Holiday,Yes,15827
22/05/2018,30,18,17.9,93,1.2,258,16.7,0.13,2.0,0.0,Spring,Holiday,Yes,17057
16/03/2018,557,11,8.2,45,2.4,1992,-3.0,2.38,0.0,0.0,Spring,No Holiday,Yes,11340
24/04/2018,213,0,9.8,86,1.3,2000,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,18053
14/09/2018,775,1,21.6,75,1.1,1671,16.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,18319
21/12/2017,423,8,-5.6,89,0.9,371,-7.1,0.0,0.0,2.2,Winter,No Holiday,Yes,17116
10/07/2018,1169,15,25.7,77,0.5,1875,21.3,0.48,0.0,0.0,Summer,No Holiday,Yes,10109
22/03/2018,621,22,3.9,66,2.7,990,-1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,17423
16/07/2018,691,14,33.7,45,2.5,1843,20.1,3.23,0.0,0.0,Summer,No Holiday,Yes,14222
26/12/2017,72,3,-2.6,70,1.0,1992,-7.3,0.0,0.0,0.0,Winter,No Holiday,Yes,13788
09/02/2018,422,17,4.8,38,3.0,1582,-8.3,0.47,0.0,0.0,Winter,No Holiday,Yes,17922
15/07/2018,701,10,28.5,66,1.7,1319,21.5,1.83,0.0,0.0,Summer,No Holiday,Yes,14491
01/05/2018,1315,12,22.1,67,2.7,462,15.6,0.81,0.0,0.0,Spring,Holiday,Yes,13984
11/08/2018,263,5,26.9,69,0.7,2000,20.7,0.0,0.0,0.0,Summer,No Holiday,Yes,13611
08/01/2018,701,8,0.7,45,0.7,1339,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,17454
10/05/2018,0,17,19.2,54,3.4,1075,9.6,1.83,0.0,0.0,Spring,No Holiday,No,13691
15/03/2018,27,10,14.2,98,1.2,299,13.8,0.14,0.0,0.0,Spring,No Holiday,Yes,13870
08/08/2018,1266,17,35.0,37,2.6,2000,18.1,1.72,0.0,0.0,Summer,No Holiday,Yes,11193
02/06/2018,2025,17,28.9,22,2.7,1965,5.0,1.93,0.0,0.0,Summer,No Holiday,Yes,16470
07/01/2018,214,11,0.5,35,1.4,1558,-13.2,0.75,0.0,0.0,Winter,No Holiday,Yes,17825
29/01/2018,231,7,-11.1,37,1.6,2000,-22.9,0.0,0.0,0.0,Winter,No Holiday,Yes,15028
18/12/2017,175,17,0.4,84,0.8,317,-1.9,0.15,0.0,2.7,Winter,No Holiday,Yes,11319
09/05/2018,1603,16,21.4,35,2.7,1838,5.2,2.38,0.0,0.0,Spring,No Holiday,Yes,14939
09/07/2018,554,1,23.7,64,0.8,2000,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,13556
17/09/2018,625,6,18.8,88,1.2,798,16.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,15332
27/06/2018,1959,22,22.7,77,2.0,1099,18.4,0.0,0.0,0.0,Summer,No Holiday,Yes,14738
22/05/2018,1438,11,21.9,55,1.4,1820,12.4,1.87,0.0,0.0,Spring,Holiday,Yes,16009
27/12/2017,258,13,-4.7,18,3.7,2000,-25.4,1.16,0.0,0.0,Winter,No Holiday,Yes,16772
29/09/2018,2397,18,24.8,41,0.5,2000,10.6,0.33,0.0,0.0,Autumn,No Holiday,Yes,16832
07/01/2018,179,10,-1.8,40,1.8,1555,-13.6,0.48,0.0,0.0,Winter,No Holiday,Yes,17268
21/02/2018,59,3,-3.4,32,0.9,1977,-17.7,0.0,0.0,0.0,Winter,No Holiday,Yes,15099
16/05/2018,223,16,21.8,97,1.8,206,21.2,0.18,0.0,0.0,Spring,No Holiday,Yes,16576
24/10/2018,1165,7,7.8,90,0.6,763,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,14155
19/10/2018,1769,19,15.3,53,2.4,2000,5.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,16898
26/11/2018,794,15,13.2,43,1.1,714,0.8,1.26,0.0,0.0,Autumn,No Holiday,Yes,14041
31/10/2018,983,13,11.2,34,2.6,1940,-4.1,2.26,0.0,0.0,Autumn,No Holiday,Yes,16732
22/01/2018,221,10,1.1,31,0.7,1898,-14.1,0.25,0.0,0.0,Winter,No Holiday,Yes,12515
19/02/2018,403,16,6.3,35,2.9,1117,-8.0,1.1,0.0,0.0,Winter,No Holiday,Yes,16426
26/11/2018,119,3,2.4,90,1.0,269,0.9,0.0,0.0,0.3,Autumn,No Holiday,Yes,14748
03/06/2018,831,9,22.7,39,0.7,1880,8.0,1.91,0.0,0.0,Summer,No Holiday,Yes,18588
28/03/2018,1133,20,15.2,65,2.2,988,8.6,0.0,0.0,0.0,Spring,No Holiday,Yes,16766
18/08/2018,397,6,21.6,60,1.0,2000,13.4,0.0,0.0,0.0,Summer,No Holiday,Yes,11566
21/12/2017,132,2,-2.2,88,1.4,348,-3.9,0.0,0.0,2.2,Winter,No Holiday,Yes,14165
01/11/2018,1040,14,14.9,31,2.5,1872,-2.1,2.06,0.0,0.0,Autumn,No Holiday,Yes,14526
09/05/2018,1015,11,17.6,40,1.4,1955,3.8,2.88,0.0,0.0,Spring,No Holiday,Yes,11201
31/12/2017,262,14,3.0,28,3.8,1956,-13.7,1.1,0.0,0.0,Winter,Holiday,Yes,12587
19/10/2018,1161,12,17.4,33,1.1,2000,0.9,2.39,0.0,0.0,Autumn,No Holiday,Yes,10612
23/01/2018,145,21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,Winter,No Holiday,Yes,13097
07/04/2018,57,5,1.6,62,4.9,1372,-4.9,0.0,0.0,0.0,Spring,No Holiday,Yes,15425
11/07/2018,634,9,25.6,96,0.6,450,24.9,0.41,0.0,0.0,Summer,No Holiday,Yes,12816
28/04/2018,2043,17,20.1,29,3.3,1840,1.4,1.78,0.0,0.0,Spring,No Holiday,Yes,13265
14/07/2018,307,4,25.1,82,1.5,1336,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,16273
22/02/2018,202,23,2.9,63,2.6,1253,-3.4,0.0,0.0,0.0,Winter,No Holiday,Yes,12014
27/06/2018,1995,8,19.7,97,1.5,200,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes,11076
13/07/2018,1439,23,26.2,84,1.0,1646,23.2,0.0,0.0,0.0,Summer,No Holiday,Yes,15253
23/07/2018,2405,18,33.9,53,3.2,1886,22.9,0.94,0.0,0.0,Summer,No Holiday,Yes,10905
10/07/2018,1061,9,22.3,86,1.0,2000,19.8,0.42,0.0,0.0,Summer,No Holiday,Yes,13282
26/09/2018,594,1,16.6,53,1.7,2000,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,16542
28/10/2018,450,2,6.6,59,0.4,2000,-0.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,15001
10/02/2018,291,16,0.3,17,4.9,2000,-21.9,0.87,0.0,0.0,Winter,No Holiday,Yes,14485
16/10/2018,2134,8,10.4,63,0.6,1367,3.6,0.19,0.0,0.0,Autumn,No Holiday,Yes,12459
02/12/2017,219,8,-4.2,79,2.1,1436,-7.3,0.01,0.0,0.0,Winter,No Holiday,Yes,13436
04/12/2017,397,21,-4.6,43,4.5,2000,-15.3,0.0,0.0,0.0,Winter,No Holiday,Yes,18707
05/02/2018,227,7,-11.6,44,1.6,2000,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,13722
21/03/2018,402,19,2.0,81,0.7,2000,-0.9,0.0,0.0,0.0,Spring,No Holiday,Yes,11476
30/01/2018,94,16,-2.2,76,1.7,233,-5.8,0.25,0.0,0.0,Winter,No Holiday,Yes,14871
30/07/2018,209,4,26.7,62,1.0,2000,18.8,0.0,0.0,0.0,Summer,No Holiday,Yes,15629
20/10/2018,427,7,7.0,82,0.5,867,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,16139
19/09/2018,0,8,19.8,71,1.1,1534,14.3,0.26,0.0,0.0,Autumn,No Holiday,No,14260
21/06/2018,1147,13,27.3,33,3.4,1921,9.6,3.42,0.0,0.0,Summer,No Holiday,Yes,17546
05/11/2018,829,11,13.8,47,1.2,994,2.6,1.71,0.0,0.0,Autumn,No Holiday,Yes,10800
03/05/2018,1160,7,8.4,83,1.4,1400,5.6,0.31,0.0,0.0,Spring,No Holiday,Yes,14484
01/09/2018,1891,19,27.8,48,1.1,2000,15.7,0.08,0.0,0.0,Autumn,No Holiday,Yes,16493
16/08/2018,2114,20,27.9,47,1.9,2000,15.5,0.01,0.0,0.0,Summer,No Holiday,Yes,10008
27/03/2018,774,16,19.5,50,3.4,613,8.7,1.6,0.0,0.0,Spring,No Holiday,Yes,12413
15/06/2018,2441,20,22.6,51,1.3,2000,11.9,0.06,0.0,0.0,Summer,No Holiday,Yes,15838
31/07/2018,583,11,34.1,40,1.5,1947,18.5,2.8,0.0,0.0,Summer,No Holiday,Yes,12100
08/07/2018,946,1,19.9,52,1.6,2000,9.7,0.0,0.0,0.0,Summer,No Holiday,Yes,10502
01/02/2018,259,9,-7.9,50,0.6,1805,-16.5,0.23,0.0,1.6,Winter,No Holiday,Yes,16713
22/03/2018,653,9,2.5,67,1.3,1472,-3.0,1.11,0.0,0.0,Spring,No Holiday,Yes,17240
06/08/2018,309,2,28.6,80,1.2,1163,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,14186
09/03/2018,510,12,6.8,51,1.0,1617,-2.6,1.13,0.0,0.0,Spring,No Holiday,Yes,11747
05/01/2018,284,21,-3.5,53,0.9,1353,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,17799
17/12/2017,142,10,-8.5,31,1.5,1997,-22.6,0.58,0.0,0.0,Winter,No Holiday,Yes,13165
21/04/2018,436,2,14.7,63,1.8,611,7.7,0.0,0.0,0.0,Spring,No Holiday,Yes,18531
26/12/2017,49,4,-2.6,72,1.4,1929,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,16743
09/09/2018,1877,15,28.9,27,1.8,2000,8.0,2.9,0.0,0.0,Autumn,No Holiday,Yes,15896
13/06/2018,2166,21,21.8,67,0.0,1485,15.3,0.0,0.0,0.0,Summer,No Holiday,Yes,10408
04/11/2018,963,11,14.8,46,2.0,768,3.2,1.83,0.0,0.0,Autumn,No Holiday,Yes,11952
21/06/2018,2811,19,26.9,42,2.4,2000,12.8,0.62,0.0,0.0,Summer,No Holiday,Yes,13074
04/11/2018,481,8,5.7,78,1.1,714,2.1,0.09,0.0,0.0,Autumn,No Holiday,Yes,11492
27/08/2018,22,3,20.3,97,0.4,200,19.8,0.0,1.5,0.0,Summer,No Holiday,Yes,15832
17/11/2018,655,22,4.4,43,1.1,2000,-7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,18297
06/04/2018,591,7,5.7,95,3.4,1136,4.9,0.02,0.0,0.0,Spring,No Holiday,Yes,13639
09/09/2018,1220,12,25.9,39,1.2,1950,10.8,2.89,0.0,0.0,Autumn,No Holiday,Yes,18636
25/04/2018,449,6,5.8,55,0.3,2000,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,11855
17/10/2018,1819,19,13.2,42,1.3,2000,0.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,15010
17/05/2018,26,22,20.2,98,0.5,468,19.8,0.0,6.0,0.0,Spring,No Holiday,Yes,15016
22/01/2018,63,15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,Winter,No Holiday,Yes,14382
12/10/2018,183,5,6.0,72,1.3,2000,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,15069
05/10/2018,55,19,16.6,96,2.4,1072,15.9,0.0,1.5,0.0,Autumn,No Holiday,Yes,10596
21/06/2018,1497,23,21.9,59,2.6,1188,13.5,0.0,0.0,0.0,Summer,No Holiday,Yes,14180
18/10/2018,1528,20,13.8,56,1.9,2000,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,16240
21/12/2017,288,20,0.2,72,0.7,990,-4.2,0.0,0.0,0.8,Winter,No Holiday,Yes,12544
27/12/2017,105,6,-9.8,37,1.7,2000,-21.7,0.0,0.0,0.0,Winter,No Holiday,Yes,10834
01/05/2018,343,3,18.1,85,1.0,284,15.5,0.0,0.0,0.0,Spring,Holiday,Yes,14421
30/11/2018,750,7,-1.2,70,0.8,1351,-5.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,10201
05/02/2018,183,22,-10.3,43,3.7,1876,-20.5,0.0,0.0,0.0,Winter,No Holiday,Yes,15817
17/01/2018,337,9,3.0,66,0.7,306,-2.7,0.12,0.0,0.0,Winter,No Holiday,Yes,18450
30/10/2018,440,1,3.0,55,1.0,2000,-5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,10861
03/07/2018,149,4,22.7,97,0.2,1808,22.1,0.0,0.0,0.0,Summer,No Holiday,Yes,18498
30/04/2018,569,0,14.7,54,1.3,718,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,12896
12/07/2018,231,5,25.9,91,0.4,872,24.3,0.0,0.5,0.0,Summer,No Holiday,Yes,11452
20/08/2018,1999,20,29.8,61,3.4,1525,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,15183
18/03/2018,146,20,9.2,66,1.1,513,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,17677
20/08/2018,675,6,25.3,67,1.5,1450,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,15741
09/01/2018,166,22,-4.2,67,1.6,503,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,13091
24/06/2018,1062,13,30.6,31,2.7,1240,11.5,3.24,0.0,0.0,Summer,No Holiday,Yes,12496
23/08/2018,745,1,30.1,54,0.8,2000,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,11499
